id,page_views,user_group
39642,69,Group2
39643,69,Group2
39644,69,Group2
39645,69,Group2
39646,69,Group2
39647,69,Group2
39648,69,Group2
39649,69,Group2
39650,69,Group2
39651,69,Group2
39652,69,Group2
39653,69,Group2
39654,69,Group2
39655,69,Group2
39656,68,Group2
39657,68,Group2
39658,68,Group2
39659,68,Group2
39660,68,Group2
39661,68,Group2
39662,68,Group2
39663,68,Group2
39664,68,Group2
39665,67,Group2
39666,67,Group2
39667,67,Group2
39668,67,Group2
39669,67,Group2
39670,67,Group2
39671,67,Group2
39672,67,Group2
39673,67,Group2
39674,67,Group2
39675,67,Group2
39676,67,Group2
39677,67,Group2
39678,67,Group2
39679,67,Group2
39680,67,Group2
39681,67,Group2
39682,66,Group2
39683,66,Group2
39684,66,Group2
39685,66,Group2
39686,66,Group2
39687,66,Group2
39688,66,Group2
39689,66,Group2
39690,66,Group2
39691,66,Group2
39692,65,Group2
39693,65,Group2
39694,65,Group2
39695,65,Group2
39696,65,Group2
39697,65,Group2
39698,65,Group2
39699,65,Group2
39700,65,Group2
39701,65,Group2
39702,65,Group2
39703,65,Group2
39704,65,Group2
39705,65,Group2
39706,64,Group2
39707,64,Group2
39708,64,Group2
39709,64,Group2
39710,64,Group2
39711,64,Group2
39712,64,Group2
39713,64,Group2
39714,64,Group2
39715,64,Group2
39716,64,Group2
39717,64,Group2
39718,64,Group2
39719,64,Group2
39720,64,Group2
39721,63,Group2
39722,63,Group2
39723,63,Group2
39724,63,Group2
39725,63,Group2
39726,63,Group2
39727,63,Group2
39728,63,Group2
39729,63,Group2
39730,63,Group2
39731,63,Group2
39732,63,Group2
39733,62,Group2
39734,62,Group2
39735,62,Group2
39736,62,Group2
39737,62,Group2
39738,62,Group2
39739,62,Group2
39740,62,Group2
39741,62,Group2
39742,62,Group2
39743,62,Group2
39744,62,Group2
39745,62,Group2
39746,62,Group2
39747,62,Group2
39748,62,Group2
39749,62,Group2
39750,62,Group2
39751,61,Group2
39752,61,Group2
39753,61,Group2
39754,61,Group2
39755,61,Group2
39756,61,Group2
39757,61,Group2
39758,61,Group2
39759,61,Group2
39760,61,Group2
39761,61,Group2
39762,61,Group2
39763,61,Group2
